district,data,kind,name,year
Байкальский заповедник,12,Рыбы,Всего,2015
Байкальский заповедник,2,Земноводные,Всего,2015
Байкальский заповедник,2,Пресмыкающиеся,Всего,2015
Байкальский заповедник,253,Птицы,Всего,2015
Байкальский заповедник,51,Млекопитающие,Всего,2015
Байкало-Ленский заповедник,11,Рыбы,Всего,2015
Байкало-Ленский заповедник,3,Земноводные,Всего,2015
Байкало-Ленский заповедник,4,Пресмыкающиеся,Всего,2015
Байкало-Ленский заповедник,267,Птицы,Всего,2015
Байкало-Ленский заповедник,54,Млекопитающие,Всего,2015
Баргузинский заповедник,46,Рыбы,Всего,2015
Баргузинский заповедник,3,Земноводные,Всего,2015
Баргузинский заповедник,6,Пресмыкающиеся,Всего,2015
Баргузинский заповедник,286,Птицы,Всего,2015
Баргузинский заповедник,44,Млекопитающие,Всего,2015
Джергинский заповедник,8,Рыбы,Всего,2015
Джергинский заповедник,3,Земноводные,Всего,2015
Джергинский заповедник,5,Пресмыкающиеся,Всего,2015
Джергинский заповедник,146,Птицы,Всего,2015
Джергинский заповедник,43,Млекопитающие,Всего,2015
Сохондинский заповедник,8,Рыбы,Всего,2015
Сохондинский заповедник,3,Земноводные,Всего,2015
Сохондинский заповедник,4,Пресмыкающиеся,Всего,2015
Сохондинский заповедник,203,Птицы,Всего,2015
Сохондинский заповедник,59,Млекопитающие,Всего,2015
Забайкальский национальный парк,50,Рыбы,Всего,2015
Забайкальский национальный парк,3,Земноводные,Всего,2015
Забайкальский национальный парк,3,Пресмыкающиеся,Всего,2015
Забайкальский национальный парк,249,Птицы,Всего,2015
Забайкальский национальный парк,50,Млекопитающие,Всего,2015
Прибайкальский национальный парк,25,Рыбы,Всего,2015
Прибайкальский национальный парк,4,Земноводные,Всего,2015
Прибайкальский национальный парк,5,Пресмыкающиеся,Всего,2015
Прибайкальский национальный парк,303,Птицы,Всего,2015
Прибайкальский национальный парк,64,Млекопитающие,Всего,2015
Тункинский национальный парк,18,Рыбы,Всего,2015
Тункинский национальный парк,4,Земноводные,Всего,2015
Тункинский национальный парк,5,Пресмыкающиеся,Всего,2015
Тункинский национальный парк,237,Птицы,Всего,2015
Тункинский национальный парк,54,Млекопитающие,Всего,2015
"Национальный парк ""Чикой""",0,Рыбы,Всего,2015
"Национальный парк ""Чикой""",0,Земноводные,Всего,2015
"Национальный парк ""Чикой""",0,Пресмыкающиеся,Всего,2015
"Национальный парк ""Чикой""",0,Птицы,Всего,2015
"Национальный парк ""Чикой""",0,Млекопитающие,Всего,2015
Байкальский заповедник,12,Рыбы,Всего,2016
Байкальский заповедник,2,Земноводные,Всего,2016
Байкальский заповедник,2,Пресмыкающиеся,Всего,2016
Байкальский заповедник,253,Птицы,Всего,2016
Байкальский заповедник,51,Млекопитающие,Всего,2016
Байкало-Ленский заповедник,16,Рыбы,Всего,2016
Байкало-Ленский заповедник,3,Земноводные,Всего,2016
Байкало-Ленский заповедник,4,Пресмыкающиеся,Всего,2016
Байкало-Ленский заповедник,276,Птицы,Всего,2016
Байкало-Ленский заповедник,52,Млекопитающие,Всего,2016
Баргузинский заповедник,46,Рыбы,Всего,2016
Баргузинский заповедник,3,Земноводные,Всего,2016
Баргузинский заповедник,6,Пресмыкающиеся,Всего,2016
Баргузинский заповедник,286,Птицы,Всего,2016
Баргузинский заповедник,44,Млекопитающие,Всего,2016
Джергинский заповедник,8,Рыбы,Всего,2016
Джергинский заповедник,3,Земноводные,Всего,2016
Джергинский заповедник,5,Пресмыкающиеся,Всего,2016
Джергинский заповедник,146,Птицы,Всего,2016
Джергинский заповедник,43,Млекопитающие,Всего,2016
Сохондинский заповедник,8,Рыбы,Всего,2016
Сохондинский заповедник,3,Земноводные,Всего,2016
Сохондинский заповедник,4,Пресмыкающиеся,Всего,2016
Сохондинский заповедник,203,Птицы,Всего,2016
Сохондинский заповедник,59,Млекопитающие,Всего,2016
Забайкальский национальный парк,50,Рыбы,Всего,2016
Забайкальский национальный парк,3,Земноводные,Всего,2016
Забайкальский национальный парк,3,Пресмыкающиеся,Всего,2016
Забайкальский национальный парк,249,Птицы,Всего,2016
Забайкальский национальный парк,50,Млекопитающие,Всего,2016
Прибайкальский национальный парк,25,Рыбы,Всего,2016
Прибайкальский национальный парк,4,Земноводные,Всего,2016
Прибайкальский национальный парк,5,Пресмыкающиеся,Всего,2016
Прибайкальский национальный парк,303,Птицы,Всего,2016
Прибайкальский национальный парк,64,Млекопитающие,Всего,2016
Тункинский национальный парк,18,Рыбы,Всего,2016
Тункинский национальный парк,4,Земноводные,Всего,2016
Тункинский национальный парк,5,Пресмыкающиеся,Всего,2016
Тункинский национальный парк,237,Птицы,Всего,2016
Тункинский национальный парк,56,Млекопитающие,Всего,2016
"Национальный парк ""Чикой""",0,Рыбы,Всего,2016
"Национальный парк ""Чикой""",0,Земноводные,Всего,2016
"Национальный парк ""Чикой""",0,Пресмыкающиеся,Всего,2016
"Национальный парк ""Чикой""",0,Птицы,Всего,2016
"Национальный парк ""Чикой""",0,Млекопитающие,Всего,2016
Байкальский заповедник,12,Рыбы,Всего,2017
Байкальский заповедник,2,Земноводные,Всего,2017
Байкальский заповедник,2,Пресмыкающиеся,Всего,2017
Байкальский заповедник,287,Птицы,Всего,2017
Байкальский заповедник,52,Млекопитающие,Всего,2017
Байкало-Ленский заповедник,16,Рыбы,Всего,2017
Байкало-Ленский заповедник,3,Земноводные,Всего,2017
Байкало-Ленский заповедник,4,Пресмыкающиеся,Всего,2017
Байкало-Ленский заповедник,276,Птицы,Всего,2017
Байкало-Ленский заповедник,52,Млекопитающие,Всего,2017
Баргузинский заповедник,46,Рыбы,Всего,2017
Баргузинский заповедник,3,Земноводные,Всего,2017
Баргузинский заповедник,6,Пресмыкающиеся,Всего,2017
Баргузинский заповедник,286,Птицы,Всего,2017
Баргузинский заповедник,44,Млекопитающие,Всего,2017
Джергинский заповедник,8,Рыбы,Всего,2017
Джергинский заповедник,3,Земноводные,Всего,2017
Джергинский заповедник,5,Пресмыкающиеся,Всего,2017
Джергинский заповедник,146,Птицы,Всего,2017
Джергинский заповедник,43,Млекопитающие,Всего,2017
Сохондинский заповедник,8,Рыбы,Всего,2017
Сохондинский заповедник,3,Земноводные,Всего,2017
Сохондинский заповедник,4,Пресмыкающиеся,Всего,2017
Сохондинский заповедник,203,Птицы,Всего,2017
Сохондинский заповедник,59,Млекопитающие,Всего,2017
Забайкальский национальный парк,50,Рыбы,Всего,2017
Забайкальский национальный парк,3,Земноводные,Всего,2017
Забайкальский национальный парк,3,Пресмыкающиеся,Всего,2017
Забайкальский национальный парк,249,Птицы,Всего,2017
Забайкальский национальный парк,50,Млекопитающие,Всего,2017
Прибайкальский национальный парк,25,Рыбы,Всего,2017
Прибайкальский национальный парк,4,Земноводные,Всего,2017
Прибайкальский национальный парк,5,Пресмыкающиеся,Всего,2017
Прибайкальский национальный парк,303,Птицы,Всего,2017
Прибайкальский национальный парк,64,Млекопитающие,Всего,2017
Тункинский национальный парк,18,Рыбы,Всего,2017
Тункинский национальный парк,4,Земноводные,Всего,2017
Тункинский национальный парк,5,Пресмыкающиеся,Всего,2017
Тункинский национальный парк,237,Птицы,Всего,2017
Тункинский национальный парк,56,Млекопитающие,Всего,2017
"Национальный парк ""Чикой""",16,Рыбы,Всего,2017
"Национальный парк ""Чикой""",6,Земноводные,Всего,2017
"Национальный парк ""Чикой""",5,Пресмыкающиеся,Всего,2017
"Национальный парк ""Чикой""",155,Птицы,Всего,2017
"Национальный парк ""Чикой""",67,Млекопитающие,Всего,2017
Байкальский заповедник,0,Рыбы,Эндемичные виды,2017
Байкальский заповедник,0,Земноводные,Эндемичные виды,2017
Байкальский заповедник,0,Пресмыкающиеся,Эндемичные виды,2017
Байкальский заповедник,0,Птицы,Эндемичные виды,2017
Байкальский заповедник,0,Млекопитающие,Эндемичные виды,2017
Байкало-Ленский заповедник,0,Рыбы,Эндемичные виды,2017
Байкало-Ленский заповедник,0,Земноводные,Эндемичные виды,2017
Байкало-Ленский заповедник,0,Пресмыкающиеся,Эндемичные виды,2017
Байкало-Ленский заповедник,0,Птицы,Эндемичные виды,2017
Байкало-Ленский заповедник,0,Млекопитающие,Эндемичные виды,2017
Баргузинский заповедник,10,Рыбы,Эндемичные виды,2017
Баргузинский заповедник,0,Земноводные,Эндемичные виды,2017
Баргузинский заповедник,0,Пресмыкающиеся,Эндемичные виды,2017
Баргузинский заповедник,0,Птицы,Эндемичные виды,2017
Баргузинский заповедник,1,Млекопитающие,Эндемичные виды,2017
Джергинский заповедник,0,Рыбы,Эндемичные виды,2017
Джергинский заповедник,0,Земноводные,Эндемичные виды,2017
Джергинский заповедник,0,Пресмыкающиеся,Эндемичные виды,2017
Джергинский заповедник,0,Птицы,Эндемичные виды,2017
Джергинский заповедник,0,Млекопитающие,Эндемичные виды,2017
Сохондинский заповедник,0,Рыбы,Эндемичные виды,2017
Сохондинский заповедник,0,Земноводные,Эндемичные виды,2017
Сохондинский заповедник,0,Пресмыкающиеся,Эндемичные виды,2017
Сохондинский заповедник,0,Птицы,Эндемичные виды,2017
Сохондинский заповедник,0,Млекопитающие,Эндемичные виды,2017
Забайкальский национальный парк,13,Рыбы,Эндемичные виды,2017
Забайкальский национальный парк,0,Земноводные,Эндемичные виды,2017
Забайкальский национальный парк,0,Пресмыкающиеся,Эндемичные виды,2017
Забайкальский национальный парк,0,Птицы,Эндемичные виды,2017
Забайкальский национальный парк,1,Млекопитающие,Эндемичные виды,2017
Прибайкальский национальный парк,0,Рыбы,Эндемичные виды,2017
Прибайкальский национальный парк,0,Земноводные,Эндемичные виды,2017
Прибайкальский национальный парк,0,Пресмыкающиеся,Эндемичные виды,2017
Прибайкальский национальный парк,0,Птицы,Эндемичные виды,2017
Прибайкальский национальный парк,1,Млекопитающие,Эндемичные виды,2017
Тункинский национальный парк,0,Рыбы,Эндемичные виды,2017
Тункинский национальный парк,0,Земноводные,Эндемичные виды,2017
Тункинский национальный парк,0,Пресмыкающиеся,Эндемичные виды,2017
Тункинский национальный парк,0,Птицы,Эндемичные виды,2017
Тункинский национальный парк,0,Млекопитающие,Эндемичные виды,2017
"Национальный парк ""Чикой""",0,Рыбы,Эндемичные виды,2017
"Национальный парк ""Чикой""",0,Земноводные,Эндемичные виды,2017
"Национальный парк ""Чикой""",0,Пресмыкающиеся,Эндемичные виды,2017
"Национальный парк ""Чикой""",0,Птицы,Эндемичные виды,2017
"Национальный парк ""Чикой""",0,Млекопитающие,Эндемичные виды,2017
Байкальский заповедник,1,Рыбы,Красная книга РФ,2017
Байкальский заповедник,0,Земноводные,Красная книга РФ,2017
Байкальский заповедник,0,Пресмыкающиеся,Красная книга РФ,2017
Байкальский заповедник,18,Птицы,Красная книга РФ,2017
Байкальский заповедник,1,Млекопитающие,Красная книга РФ,2017
Байкало-Ленский заповедник,1,Рыбы,Красная книга РФ,2017
Байкало-Ленский заповедник,0,Земноводные,Красная книга РФ,2017
Байкало-Ленский заповедник,0,Пресмыкающиеся,Красная книга РФ,2017
Байкало-Ленский заповедник,24,Птицы,Красная книга РФ,2017
Байкало-Ленский заповедник,1,Млекопитающие,Красная книга РФ,2017
Баргузинский заповедник,1,Рыбы,Красная книга РФ,2017
Баргузинский заповедник,0,Земноводные,Красная книга РФ,2017
Баргузинский заповедник,0,Пресмыкающиеся,Красная книга РФ,2017
Баргузинский заповедник,17,Птицы,Красная книга РФ,2017
Баргузинский заповедник,1,Млекопитающие,Красная книга РФ,2017
Джергинский заповедник,2,Рыбы,Красная книга РФ,2017
Джергинский заповедник,0,Земноводные,Красная книга РФ,2017
Джергинский заповедник,0,Пресмыкающиеся,Красная книга РФ,2017
Джергинский заповедник,14,Птицы,Красная книга РФ,2017
Джергинский заповедник,1,Млекопитающие,Красная книга РФ,2017
Сохондинский заповедник,0,Рыбы,Красная книга РФ,2017
Сохондинский заповедник,0,Земноводные,Красная книга РФ,2017
Сохондинский заповедник,0,Пресмыкающиеся,Красная книга РФ,2017
Сохондинский заповедник,6,Птицы,Красная книга РФ,2017
Сохондинский заповедник,0,Млекопитающие,Красная книга РФ,2017
Забайкальский национальный парк,1,Рыбы,Красная книга РФ,2017
Забайкальский национальный парк,0,Земноводные,Красная книга РФ,2017
Забайкальский национальный парк,0,Пресмыкающиеся,Красная книга РФ,2017
Забайкальский национальный парк,19,Птицы,Красная книга РФ,2017
Забайкальский национальный парк,1,Млекопитающие,Красная книга РФ,2017
Прибайкальский национальный парк,0,Рыбы,Красная книга РФ,2017
Прибайкальский национальный парк,0,Земноводные,Красная книга РФ,2017
Прибайкальский национальный парк,0,Пресмыкающиеся,Красная книга РФ,2017
Прибайкальский национальный парк,29,Птицы,Красная книга РФ,2017
Прибайкальский национальный парк,1,Млекопитающие,Красная книга РФ,2017
Тункинский национальный парк,0,Рыбы,Красная книга РФ,2017
Тункинский национальный парк,0,Земноводные,Красная книга РФ,2017
Тункинский национальный парк,0,Пресмыкающиеся,Красная книга РФ,2017
Тункинский национальный парк,17,Птицы,Красная книга РФ,2017
Тункинский национальный парк,5,Млекопитающие,Красная книга РФ,2017
"Национальный парк ""Чикой""",0,Рыбы,Красная книга РФ,2017
"Национальный парк ""Чикой""",0,Земноводные,Красная книга РФ,2017
"Национальный парк ""Чикой""",0,Пресмыкающиеся,Красная книга РФ,2017
"Национальный парк ""Чикой""",11,Птицы,Красная книга РФ,2017
"Национальный парк ""Чикой""",3,Млекопитающие,Красная книга РФ,2017
Байкальский заповедник,2,Рыбы,Красная книга СРФ,2017
Байкальский заповедник,1,Земноводные,Красная книга СРФ,2017
Байкальский заповедник,0,Пресмыкающиеся,Красная книга СРФ,2017
Байкальский заповедник,56,Птицы,Красная книга СРФ,2017
Байкальский заповедник,6,Млекопитающие,Красная книга СРФ,2017
Байкало-Ленский заповедник,2,Рыбы,Красная книга СРФ,2017
Байкало-Ленский заповедник,0,Земноводные,Красная книга СРФ,2017
Байкало-Ленский заповедник,0,Пресмыкающиеся,Красная книга СРФ,2017
Байкало-Ленский заповедник,39,Птицы,Красная книга СРФ,2017
Байкало-Ленский заповедник,3,Млекопитающие,Красная книга СРФ,2017
Баргузинский заповедник,3,Рыбы,Красная книга СРФ,2017
Баргузинский заповедник,1,Земноводные,Красная книга СРФ,2017
Баргузинский заповедник,4,Пресмыкающиеся,Красная книга СРФ,2017
Баргузинский заповедник,55,Птицы,Красная книга СРФ,2017
Баргузинский заповедник,3,Млекопитающие,Красная книга СРФ,2017
Джергинский заповедник,2,Рыбы,Красная книга СРФ,2017
Джергинский заповедник,1,Земноводные,Красная книга СРФ,2017
Джергинский заповедник,3,Пресмыкающиеся,Красная книга СРФ,2017
Джергинский заповедник,29,Птицы,Красная книга СРФ,2017
Джергинский заповедник,2,Млекопитающие,Красная книга СРФ,2017
Сохондинский заповедник,1,Рыбы,Красная книга СРФ,2017
Сохондинский заповедник,0,Земноводные,Красная книга СРФ,2017
Сохондинский заповедник,0,Пресмыкающиеся,Красная книга СРФ,2017
Сохондинский заповедник,15,Птицы,Красная книга СРФ,2017
Сохондинский заповедник,0,Млекопитающие,Красная книга СРФ,2017
Забайкальский национальный парк,3,Рыбы,Красная книга СРФ,2017
Забайкальский национальный парк,1,Земноводные,Красная книга СРФ,2017
Забайкальский национальный парк,1,Пресмыкающиеся,Красная книга СРФ,2017
Забайкальский национальный парк,41,Птицы,Красная книга СРФ,2017
Забайкальский национальный парк,4,Млекопитающие,Красная книга СРФ,2017
Прибайкальский национальный парк,2,Рыбы,Красная книга СРФ,2017
Прибайкальский национальный парк,1,Земноводные,Красная книга СРФ,2017
Прибайкальский национальный парк,1,Пресмыкающиеся,Красная книга СРФ,2017
Прибайкальский национальный парк,54,Птицы,Красная книга СРФ,2017
Прибайкальский национальный парк,7,Млекопитающие,Красная книга СРФ,2017
Тункинский национальный парк,2,Рыбы,Красная книга СРФ,2017
Тункинский национальный парк,1,Земноводные,Красная книга СРФ,2017
Тункинский национальный парк,2,Пресмыкающиеся,Красная книга СРФ,2017
Тункинский национальный парк,55,Птицы,Красная книга СРФ,2017
Тункинский национальный парк,11,Млекопитающие,Красная книга СРФ,2017
"Национальный парк ""Чикой""",1,Рыбы,Красная книга СРФ,2017
"Национальный парк ""Чикой""",0,Земноводные,Красная книга СРФ,2017
"Национальный парк ""Чикой""",0,Пресмыкающиеся,Красная книга СРФ,2017
"Национальный парк ""Чикой""",15,Птицы,Красная книга СРФ,2017
"Национальный парк ""Чикой""",7,Млекопитающие,Красная книга СРФ,2017
Байкальский заповедник,12,Рыбы,Всего,2018
Байкальский заповедник,2,Земноводные,Всего,2018
Байкальский заповедник,2,Пресмыкающиеся,Всего,2018
Байкальский заповедник,287,Птицы,Всего,2018
Байкальский заповедник,52,Млекопитающие,Всего,2018
Байкало-Ленский заповедник,16,Рыбы,Всего,2018
Байкало-Ленский заповедник,3,Земноводные,Всего,2018
Байкало-Ленский заповедник,4,Пресмыкающиеся,Всего,2018
Байкало-Ленский заповедник,276,Птицы,Всего,2018
Байкало-Ленский заповедник,52,Млекопитающие,Всего,2018
Баргузинский заповедник,46,Рыбы,Всего,2018
Баргузинский заповедник,3,Земноводные,Всего,2018
Баргузинский заповедник,6,Пресмыкающиеся,Всего,2018
Баргузинский заповедник,286,Птицы,Всего,2018
Баргузинский заповедник,44,Млекопитающие,Всего,2018
Джергинский заповедник,8,Рыбы,Всего,2018
Джергинский заповедник,3,Земноводные,Всего,2018
Джергинский заповедник,5,Пресмыкающиеся,Всего,2018
Джергинский заповедник,146,Птицы,Всего,2018
Джергинский заповедник,43,Млекопитающие,Всего,2018
Сохондинский заповедник,8,Рыбы,Всего,2018
Сохондинский заповедник,3,Земноводные,Всего,2018
Сохондинский заповедник,4,Пресмыкающиеся,Всего,2018
Сохондинский заповедник,203,Птицы,Всего,2018
Сохондинский заповедник,5,Млекопитающие,Всего,2018
Забайкальский национальный парк,50,Рыбы,Всего,2018
Забайкальский национальный парк,3,Земноводные,Всего,2018
Забайкальский национальный парк,3,Пресмыкающиеся,Всего,2018
Забайкальский национальный парк,249,Птицы,Всего,2018
Забайкальский национальный парк,50,Млекопитающие,Всего,2018
Прибайкальский национальный парк,25,Рыбы,Всего,2018
Прибайкальский национальный парк,4,Земноводные,Всего,2018
Прибайкальский национальный парк,5,Пресмыкающиеся,Всего,2018
Прибайкальский национальный парк,303,Птицы,Всего,2018
Прибайкальский национальный парк,64,Млекопитающие,Всего,2018
Тункинский национальный парк,18,Рыбы,Всего,2018
Тункинский национальный парк,4,Земноводные,Всего,2018
Тункинский национальный парк,5,Пресмыкающиеся,Всего,2018
Тункинский национальный парк,237,Птицы,Всего,2018
Тункинский национальный парк,56,Млекопитающие,Всего,2018
"Национальный парк ""Чикой""",0,Рыбы,Всего,2018
"Национальный парк ""Чикой""",0,Земноводные,Всего,2018
"Национальный парк ""Чикой""",0,Пресмыкающиеся,Всего,2018
"Национальный парк ""Чикой""",0,Птицы,Всего,2018
"Национальный парк ""Чикой""",0,Млекопитающие,Всего,2018
Байкальский заповедник,0,Рыбы,Эндемичные виды,2018
Байкальский заповедник,0,Земноводные,Эндемичные виды,2018
Байкальский заповедник,0,Пресмыкающиеся,Эндемичные виды,2018
Байкальский заповедник,0,Птицы,Эндемичные виды,2018
Байкальский заповедник,0,Млекопитающие,Эндемичные виды,2018
Байкало-Ленский заповедник,0,Рыбы,Эндемичные виды,2018
Байкало-Ленский заповедник,0,Земноводные,Эндемичные виды,2018
Байкало-Ленский заповедник,0,Пресмыкающиеся,Эндемичные виды,2018
Байкало-Ленский заповедник,0,Птицы,Эндемичные виды,2018
Байкало-Ленский заповедник,0,Млекопитающие,Эндемичные виды,2018
Баргузинский заповедник,10,Рыбы,Эндемичные виды,2018
Баргузинский заповедник,0,Земноводные,Эндемичные виды,2018
Баргузинский заповедник,0,Пресмыкающиеся,Эндемичные виды,2018
Баргузинский заповедник,0,Птицы,Эндемичные виды,2018
Баргузинский заповедник,1,Млекопитающие,Эндемичные виды,2018
Джергинский заповедник,0,Рыбы,Эндемичные виды,2018
Джергинский заповедник,0,Земноводные,Эндемичные виды,2018
Джергинский заповедник,0,Пресмыкающиеся,Эндемичные виды,2018
Джергинский заповедник,0,Птицы,Эндемичные виды,2018
Джергинский заповедник,0,Млекопитающие,Эндемичные виды,2018
Сохондинский заповедник,0,Рыбы,Эндемичные виды,2018
Сохондинский заповедник,0,Земноводные,Эндемичные виды,2018
Сохондинский заповедник,0,Пресмыкающиеся,Эндемичные виды,2018
Сохондинский заповедник,0,Птицы,Эндемичные виды,2018
Сохондинский заповедник,0,Млекопитающие,Эндемичные виды,2018
Забайкальский национальный парк,13,Рыбы,Эндемичные виды,2018
Забайкальский национальный парк,0,Земноводные,Эндемичные виды,2018
Забайкальский национальный парк,0,Пресмыкающиеся,Эндемичные виды,2018
Забайкальский национальный парк,0,Птицы,Эндемичные виды,2018
Забайкальский национальный парк,1,Млекопитающие,Эндемичные виды,2018
Прибайкальский национальный парк,0,Рыбы,Эндемичные виды,2018
Прибайкальский национальный парк,0,Земноводные,Эндемичные виды,2018
Прибайкальский национальный парк,0,Пресмыкающиеся,Эндемичные виды,2018
Прибайкальский национальный парк,0,Птицы,Эндемичные виды,2018
Прибайкальский национальный парк,1,Млекопитающие,Эндемичные виды,2018
Тункинский национальный парк,0,Рыбы,Эндемичные виды,2018
Тункинский национальный парк,0,Земноводные,Эндемичные виды,2018
Тункинский национальный парк,0,Пресмыкающиеся,Эндемичные виды,2018
Тункинский национальный парк,0,Птицы,Эндемичные виды,2018
Тункинский национальный парк,0,Млекопитающие,Эндемичные виды,2018
"Национальный парк ""Чикой""",0,Рыбы,Эндемичные виды,2018
"Национальный парк ""Чикой""",0,Земноводные,Эндемичные виды,2018
"Национальный парк ""Чикой""",0,Пресмыкающиеся,Эндемичные виды,2018
"Национальный парк ""Чикой""",0,Птицы,Эндемичные виды,2018
"Национальный парк ""Чикой""",0,Млекопитающие,Эндемичные виды,2018
Байкальский заповедник,1,Рыбы,Красная книга РФ,2018
Байкальский заповедник,0,Земноводные,Красная книга РФ,2018
Байкальский заповедник,0,Пресмыкающиеся,Красная книга РФ,2018
Байкальский заповедник,20,Птицы,Красная книга РФ,2018
Байкальский заповедник,1,Млекопитающие,Красная книга РФ,2018
Байкало-Ленский заповедник,1,Рыбы,Красная книга РФ,2018
Байкало-Ленский заповедник,0,Земноводные,Красная книга РФ,2018
Байкало-Ленский заповедник,0,Пресмыкающиеся,Красная книга РФ,2018
Байкало-Ленский заповедник,24,Птицы,Красная книга РФ,2018
Байкало-Ленский заповедник,1,Млекопитающие,Красная книга РФ,2018
Баргузинский заповедник,1,Рыбы,Красная книга РФ,2018
Баргузинский заповедник,0,Земноводные,Красная книга РФ,2018
Баргузинский заповедник,0,Пресмыкающиеся,Красная книга РФ,2018
Баргузинский заповедник,17,Птицы,Красная книга РФ,2018
Баргузинский заповедник,1,Млекопитающие,Красная книга РФ,2018
Джергинский заповедник,2,Рыбы,Красная книга РФ,2018
Джергинский заповедник,0,Земноводные,Красная книга РФ,2018
Джергинский заповедник,0,Пресмыкающиеся,Красная книга РФ,2018
Джергинский заповедник,14,Птицы,Красная книга РФ,2018
Джергинский заповедник,1,Млекопитающие,Красная книга РФ,2018
Сохондинский заповедник,0,Рыбы,Красная книга РФ,2018
Сохондинский заповедник,0,Земноводные,Красная книга РФ,2018
Сохондинский заповедник,0,Пресмыкающиеся,Красная книга РФ,2018
Сохондинский заповедник,3,Птицы,Красная книга РФ,2018
Сохондинский заповедник,0,Млекопитающие,Красная книга РФ,2018
Забайкальский национальный парк,1,Рыбы,Красная книга РФ,2018
Забайкальский национальный парк,0,Земноводные,Красная книга РФ,2018
Забайкальский национальный парк,0,Пресмыкающиеся,Красная книга РФ,2018
Забайкальский национальный парк,19,Птицы,Красная книга РФ,2018
Забайкальский национальный парк,1,Млекопитающие,Красная книга РФ,2018
Прибайкальский национальный парк,0,Рыбы,Красная книга РФ,2018
Прибайкальский национальный парк,0,Земноводные,Красная книга РФ,2018
Прибайкальский национальный парк,0,Пресмыкающиеся,Красная книга РФ,2018
Прибайкальский национальный парк,29,Птицы,Красная книга РФ,2018
Прибайкальский национальный парк,1,Млекопитающие,Красная книга РФ,2018
Тункинский национальный парк,0,Рыбы,Красная книга РФ,2018
Тункинский национальный парк,0,Земноводные,Красная книга РФ,2018
Тункинский национальный парк,0,Пресмыкающиеся,Красная книга РФ,2018
Тункинский национальный парк,25,Птицы,Красная книга РФ,2018
Тункинский национальный парк,4,Млекопитающие,Красная книга РФ,2018
"Национальный парк ""Чикой""",0,Рыбы,Красная книга РФ,2018
"Национальный парк ""Чикой""",0,Земноводные,Красная книга РФ,2018
"Национальный парк ""Чикой""",0,Пресмыкающиеся,Красная книга РФ,2018
